mission_id,timestamp,elapsed_min,mission_phase,RPM,MAP_hPa,m_dot_a_kg_s,m_dot_f_kg_s,Q_fuel_L_s,AFR_actual,phi_equivalence_ratio,EGT_avg_C,EGT_cyl1_C,EGT_cyl2_C,EGT_cyl3_C,EGT_cyl4_C,Delta_EGT_cross_C,CHT_C,Delta_CHT_ambient_C,Oil_Temp_C,Oil_Pressure_bar,Oil_Viscosity_Pa_s,Ratio_Lube,Vib_f0_Hz,Vib_fcam_Hz,Vib_ffire_Hz,Vib_fgear_Hz,Health_Index,injected_fault_type,Rate_of_Rise_CHT_C_per_min,Delta_EGT_cross_roll3,P_oil_expected_bar,P_oil_residual_ratio,Health_Index_deficit,Physics_Rule_Active,Physics_Fault_Type,Physics_Diagnostic_Msg,AE_Recon_Error,AE_Anomaly_Alert,AE_Top_Sensor,Anomaly_Detected,Classified_Fault_Type
1,2026-01-02 00:10:00,10,Climb,5470.5,914.46,0.04859,0.003796,0.00526,12.8,1.148,753.3,757.2,753.6,750.4,751.9,6.8,101.97,88.67,72.4,5.664,0.044385,12761559.91,91.17,45.59,182.35,3920.51,1.0,none,1.63,9.6,5.664,1.0,0.0,False,none,,0.00332,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:11:00,11,Climb,5461.8,914.46,0.04869,0.003804,0.00527,12.8,1.148,753.3,752.8,748.1,760.2,752.0,12.1,106.77,94.6,73.95,5.394,0.041568,12975722.04,91.03,45.52,182.06,3914.3,1.0,none,4.8,12.8,5.394,1.0,0.0,False,none,,0.00425,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:12:00,12,Climb,5503.6,914.46,0.04918,0.003842,0.00532,12.8,1.148,753.3,752.2,749.8,750.8,760.3,10.5,104.28,92.83,75.29,5.214,0.039347,13251101.54,91.73,45.86,183.45,3944.25,1.0,none,-2.49,9.8,5.214,1.0,0.0,False,none,,0.00349,False,phi_equivalence_ratio,False,none
1,2026-01-02 00:13:00,13,Climb,5509.7,914.46,0.04949,0.003866,0.00534,12.8,1.148,753.3,753.6,755.8,751.2,752.4,4.6,101.8,91.91,76.4,5.056,0.037631,13435349.42,91.83,45.91,183.66,3948.62,1.0,none,-2.48,9.07,5.056,1.0,0.0,False,none,,0.00322,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:14:00,14,Climb,5499.0,914.46,0.04955,0.003871,0.00535,12.8,1.148,753.3,758.1,754.9,745.9,754.2,12.2,101.9,92.97,77.41,4.91,0.036162,13579012.53,91.65,45.83,183.3,3940.97,1.0,none,0.1,9.1,4.91,1.0,0.0,False,none,,0.0025,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:15:00,15,Climb,5566.9,914.46,0.05026,0.003926,0.00542,12.8,1.148,753.3,756.2,748.7,755.7,752.5,7.6,100.28,91.94,78.28,4.839,0.034968,13836919.75,92.78,46.39,185.56,3989.58,1.0,none,-1.62,8.13,4.839,1.0,0.0,False,none,,0.00963,False,Vib_f0_Hz,False,none
1,2026-01-02 00:16:00,16,Climb,5581.0,914.46,0.05045,0.003941,0.00544,12.8,1.148,753.3,757.8,753.4,756.3,745.6,12.3,107.91,99.96,79.35,4.713,0.033564,14040677.05,93.02,46.51,186.03,3999.75,1.0,none,7.63,10.7,4.713,1.0,0.0,False,none,,0.00723,False,CHT_C,False,none
1,2026-01-02 00:17:00,17,Climb,5473.3,914.46,0.04983,0.003893,0.00536,12.8,1.148,753.3,754.4,748.4,758.9,751.4,10.5,108.33,102.55,80.31,4.54,0.032387,14018371.52,91.22,45.61,182.44,3922.54,1.0,none,0.42,10.13,4.54,1.0,0.0,False,none,,0.00437,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:18:00,18,Climb,5531.1,914.46,0.0505,0.003945,0.00543,12.8,1.148,753.3,755.5,751.7,745.0,760.9,15.9,103.87,98.93,81.01,4.494,0.031559,14238919.91,92.18,46.09,184.37,3963.94,1.0,none,-4.46,12.9,4.494,1.0,0.0,False,none,,0.00525,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:19:00,19,Climb,5482.5,914.46,0.05026,0.003927,0.0054,12.8,1.148,753.3,751.4,753.8,756.6,751.3,5.3,111.0,107.26,81.89,4.374,0.030565,14310273.13,91.38,45.69,182.75,3929.13,1.0,none,7.13,10.57,4.374,1.0,0.0,False,none,,0.00592,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:20:00,20,Climb,5497.1,914.46,0.05033,0.003932,0.00541,12.8,1.148,753.3,753.2,750.4,758.4,751.2,8.1,104.76,100.67,82.5,4.32,0.02991,14442803.89,91.62,45.81,183.24,3939.58,1.0,none,-6.24,9.77,4.32,1.0,0.0,False,none,,0.00406,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:21:00,21,Climb,5506.9,914.46,0.05075,0.003965,0.00544,12.8,1.148,753.3,751.6,761.3,739.9,760.3,21.4,103.64,101.48,82.96,4.279,0.029419,14543190.39,91.78,45.89,183.56,3946.61,1.0,none,-1.12,11.6,4.278,1.0002,0.0,False,none,,0.02821,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:22:00,22,Climb,5489.8,914.46,0.05072,0.003963,0.00543,12.8,1.148,753.3,751.4,759.8,746.9,755.1,12.9,102.93,101.53,83.35,4.232,0.029022,14583674.59,91.5,45.75,182.99,3934.37,1.0,none,-0.71,14.13,4.232,1.0,0.0,False,none,,0.00487,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:23:00,23,Climb,5546.0,914.46,0.05129,0.004007,0.00549,12.8,1.148,753.3,750.9,749.9,754.0,758.3,8.4,110.97,109.85,83.99,4.199,0.028374,14798076.01,92.43,46.22,184.87,3974.65,1.0,none,8.04,14.23,4.199,1.0,0.0,False,none,,0.00439,False,CHT_C,False,none
1,2026-01-02 00:24:00,24,Climb,5485.6,914.46,0.05093,0.003979,0.00545,12.8,1.148,753.3,755.5,757.4,741.3,758.9,17.6,103.47,103.46,84.29,4.142,0.028086,14748809.94,91.43,45.71,182.85,3931.37,1.0,none,-7.5,12.97,4.142,1.0,0.0,False,none,,0.0067,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 00:25:00,25,Climb,5527.1,914.46,0.05147,0.004021,0.0055,12.8,1.148,753.3,755.7,750.8,754.0,752.6,4.9,98.92,99.83,84.37,4.155,0.028008,14834840.64,92.12,46.06,184.24,3961.1,1.0,none,-4.55,10.3,4.155,1.0,0.0,False,none,,0.00405,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:26:00,26,Climb,5531.3,914.46,0.05174,0.004042,0.00552,12.8,1.148,753.3,757.9,758.7,747.8,748.7,10.8,105.43,107.62,84.64,4.132,0.027743,14893077.34,92.19,46.09,184.38,3964.1,1.0,none,6.51,11.1,4.132,1.0,0.0,False,none,,0.00424,False,CHT_C,False,none
1,2026-01-02 00:27:00,27,Cruise_Loiter,5213.0,782.74,0.04251,0.00322,0.0044,13.2,1.114,740.7,742.3,730.3,742.8,747.4,17.1,92.07,94.56,84.4,4.001,0.027975,14302343.55,86.88,43.44,173.77,3735.98,1.0,none,-13.36,10.93,4.001,1.0,0.0,False,none,,0.00559,False,Vib_ffire_Hz,False,none
1,2026-01-02 00:28:00,28,Cruise_Loiter,5235.7,782.74,0.04257,0.003225,0.00441,13.2,1.114,740.7,740.1,741.0,740.7,740.9,0.9,85.72,87.37,83.97,4.05,0.028398,14261487.14,87.26,43.63,174.52,3752.28,1.0,none,-6.35,9.6,4.05,1.0,0.0,False,none,,0.00206,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:29:00,29,Cruise_Loiter,5232.5,782.74,0.04258,0.003226,0.00441,13.2,1.114,740.7,733.6,735.5,756.1,737.4,22.5,85.68,87.62,83.55,4.086,0.028812,14180126.67,87.21,43.6,174.42,3749.98,1.0,none,-0.04,13.5,4.086,1.0,0.0,False,none,,0.00256,False,CHT_C,False,none
1,2026-01-02 00:30:00,30,Cruise_Loiter,5182.5,782.74,0.04219,0.003196,0.00437,13.2,1.114,740.7,745.8,735.1,735.9,745.9,10.8,86.35,88.39,83.19,4.094,0.029184,14027812.59,86.37,43.19,172.75,3714.09,1.0,none,0.67,11.4,4.094,1.0,0.0,False,none,,0.00187,False,CHT_C,False,none
1,2026-01-02 00:31:00,31,Cruise_Loiter,5137.8,782.74,0.04172,0.003161,0.00432,13.2,1.114,740.7,738.4,741.4,743.5,739.5,5.2,86.62,87.93,82.88,4.1,0.029505,13895324.93,85.63,42.81,171.26,3682.07,1.0,none,0.27,12.83,4.1,1.0,0.0,False,none,,0.00178,False,CHT_C,False,none
1,2026-01-02 00:32:00,32,Cruise_Loiter,5210.7,782.74,0.0424,0.003212,0.00439,13.2,1.114,740.7,738.7,741.2,743.0,739.9,4.3,88.8,90.71,82.65,4.158,0.029743,13979613.42,86.84,43.42,173.69,3734.32,1.0,none,2.18,6.77,4.158,1.0,0.0,False,none,,0.00158,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:33:00,33,Cruise_Loiter,5202.2,782.74,0.04219,0.003196,0.00437,13.2,1.114,740.7,741.8,733.6,740.6,746.7,13.0,89.45,90.37,82.5,4.169,0.029911,13936749.27,86.7,43.35,173.41,3728.24,1.0,none,0.65,7.5,4.169,1.0,0.0,False,none,,0.00092,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:34:00,34,Cruise_Loiter,5205.4,782.74,0.04233,0.003207,0.00438,13.2,1.114,740.7,740.1,744.7,740.6,737.4,7.3,83.83,85.57,82.12,4.207,0.030319,13874953.35,86.76,43.38,173.51,3730.57,1.0,none,-5.62,8.2,4.207,1.0,0.0,False,none,,0.00173,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:35:00,35,Cruise_Loiter,5193.3,782.74,0.0424,0.003212,0.00439,13.2,1.114,740.7,738.7,741.5,742.2,740.3,3.5,83.02,85.86,81.7,4.241,0.030776,13780522.52,86.55,43.28,173.11,3721.84,1.0,none,-0.81,7.93,4.241,1.0,0.0,False,none,,0.00239,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:36:00,36,Cruise_Loiter,5228.8,782.74,0.04264,0.00323,0.00441,13.2,1.114,740.7,741.9,749.6,738.8,732.4,17.3,88.9,91.42,81.54,4.276,0.030958,13812788.16,87.15,43.57,174.29,3747.3,1.0,none,5.88,9.37,4.276,1.0,0.0,False,none,,0.00209,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:37:00,37,Cruise_Loiter,5224.3,782.74,0.04251,0.003221,0.0044,13.2,1.114,740.7,738.6,729.2,745.0,749.9,20.7,85.9,87.8,81.3,4.298,0.031233,13762464.56,87.07,43.54,174.14,3744.09,1.0,none,-3.0,13.83,4.298,1.0,0.0,False,none,,0.0014,False,CHT_C,False,none
1,2026-01-02 00:38:00,38,Cruise_Loiter,5147.0,782.74,0.04204,0.003185,0.00435,13.2,1.114,740.7,732.1,744.1,737.5,749.0,16.9,85.78,88.77,81.03,4.284,0.031536,13583720.98,85.78,42.89,171.57,3688.67,1.0,none,-0.12,18.3,4.284,1.0,0.0,False,none,,0.00185,False,CHT_C,False,none
1,2026-01-02 00:39:00,39,Cruise_Loiter,5174.9,782.74,0.04236,0.003209,0.00438,13.2,1.114,740.7,732.1,741.8,754.4,734.4,22.2,82.46,86.06,80.64,4.339,0.031987,13564573.46,86.25,43.12,172.5,3708.69,1.0,none,-3.32,19.93,4.339,1.0,0.0,False,none,,0.00112,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:40:00,40,Cruise_Loiter,5165.2,782.74,0.04217,0.003195,0.00436,13.2,1.114,740.7,740.9,744.0,732.9,744.9,11.9,82.95,85.81,80.32,4.367,0.032368,13492652.33,86.09,43.04,172.17,3701.71,1.0,none,0.49,17.0,4.367,1.0,0.0,False,none,,0.00155,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:41:00,41,Cruise_Loiter,5155.2,782.74,0.04207,0.003187,0.00435,13.2,1.114,740.7,755.9,743.7,726.8,736.4,29.1,84.71,87.45,80.09,4.386,0.032647,13435962.28,85.92,42.96,171.84,3694.55,1.0,none,1.76,21.07,4.386,1.0,0.0,False,none,,0.0024,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 00:42:00,42,Cruise_Loiter,5240.0,782.74,0.04274,0.003238,0.00442,13.2,1.114,740.7,728.8,738.8,742.1,753.1,24.3,81.81,84.36,79.78,4.469,0.033034,13527451.36,87.33,43.67,174.67,3755.3,1.0,none,-2.9,21.77,4.469,1.0,0.0,False,none,,0.00212,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:43:00,43,Cruise_Loiter,5206.0,782.74,0.0426,0.003227,0.0044,13.2,1.114,740.7,737.5,752.6,729.6,743.1,23.0,87.68,91.18,79.67,4.461,0.033169,13450844.28,86.77,43.38,173.53,3731.0,1.0,none,5.87,25.47,4.461,1.0,0.0,False,none,,0.00975,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:44:00,44,Cruise_Loiter,5221.4,782.74,0.04247,0.003217,0.0044,13.2,1.114,740.7,735.4,745.4,737.2,744.7,10.0,82.67,84.45,79.43,4.496,0.033461,13437628.88,87.02,43.51,174.05,3741.97,1.0,none,-5.01,19.1,4.496,1.0,0.0,False,none,,0.00152,False,Delta_EGT_cross_roll3,False,none
1,2026-01-02 00:45:00,45,Cruise_Loiter,5167.1,782.74,0.04204,0.003185,0.00435,13.2,1.114,740.7,738.5,741.9,739.6,742.7,4.2,77.91,79.78,79.04,4.51,0.033964,13278208.94,86.12,43.06,172.24,3703.1,1.0,none,-4.76,12.4,4.51,1.0,0.0,False,none,,0.00153,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:46:00,46,Cruise_Loiter,5204.6,782.74,0.04245,0.003216,0.00439,13.2,1.114,740.7,735.6,739.7,741.3,746.2,10.6,82.65,85.22,78.82,4.557,0.034243,13306395.68,86.74,43.37,173.49,3729.93,1.0,none,4.74,8.27,4.557,1.0,0.0,False,none,,0.00135,False,CHT_C,False,none
1,2026-01-02 00:47:00,47,Cruise_Loiter,5162.4,782.74,0.04198,0.00318,0.00435,13.2,1.114,740.7,737.6,743.7,738.5,742.9,6.0,77.61,79.31,78.46,4.574,0.034718,13174199.49,86.04,43.02,172.08,3699.69,1.0,none,-5.04,6.93,4.574,1.0,0.0,False,none,,0.00139,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 00:48:00,48,Cruise_Loiter,5140.8,782.74,0.04197,0.00318,0.00434,13.2,1.114,740.7,735.2,744.3,743.1,740.1,9.1,80.6,83.48,78.2,4.592,0.035068,13094024.83,85.68,42.84,171.36,3684.26,1.0,none,2.99,8.57,4.592,1.0,0.0,False,none,,0.00195,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:49:00,49,Cruise_Loiter,5159.2,782.74,0.04221,0.003198,0.00436,13.2,1.114,740.7,739.5,741.8,746.7,734.8,11.9,84.55,88.0,78.09,4.617,0.035227,13106346.52,85.99,42.99,171.97,3697.43,1.0,none,3.95,9.0,4.617,1.0,0.0,False,none,,0.00138,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:50:00,50,Cruise_Loiter,5213.2,782.74,0.04246,0.003216,0.0044,13.2,1.114,740.7,747.5,736.1,740.7,738.5,11.4,88.24,90.38,78.15,4.642,0.035138,13209790.32,86.89,43.44,173.77,3736.15,1.0,none,3.69,10.8,4.642,1.0,0.0,False,none,,0.00027,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:51:00,51,Cruise_Loiter,5123.2,782.74,0.04187,0.003172,0.00433,13.2,1.114,740.7,735.5,741.6,739.1,746.6,11.1,82.99,86.14,77.99,4.607,0.035357,13028856.0,85.39,42.69,170.77,3671.62,1.0,none,-5.25,11.47,4.607,1.0,0.0,False,none,,0.00152,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 00:52:00,52,Cruise_Loiter,5191.4,782.74,0.04242,0.003214,0.00439,13.2,1.114,740.7,738.6,739.8,740.0,744.4,5.8,81.73,84.85,77.79,4.672,0.035627,13113781.1,86.52,43.26,173.05,3720.52,1.0,none,-1.26,9.43,4.672,1.0,0.0,False,none,,0.00037,False,Oil_Pressure_bar,False,none
1,2026-01-02 00:53:00,53,Cruise_Loiter,5209.9,782.74,0.04243,0.003215,0.00439,13.2,1.114,740.7,746.7,739.7,726.3,750.0,23.7,79.7,81.87,77.56,4.712,0.035945,13108152.37,86.83,43.42,173.66,3733.74,1.0,none,-2.03,13.53,4.712,1.0,0.0,False,none,,0.00057,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:54:00,54,Cruise_Loiter,5177.9,782.74,0.0422,0.003197,0.00437,13.2,1.114,740.7,743.0,732.7,753.7,733.4,21.0,89.93,92.31,77.72,4.673,0.035729,13078631.6,86.3,43.15,172.6,3710.86,1.0,none,10.23,16.83,4.673,1.0,0.0,False,none,,0.00597,False,Health_Index_deficit,False,none
1,2026-01-02 00:55:00,55,Cruise_Loiter,5216.7,782.74,0.04234,0.003208,0.00439,13.2,1.114,740.7,741.5,739.0,733.8,748.4,14.6,87.74,88.93,77.82,4.684,0.03559,13161438.15,86.94,43.47,173.89,3738.62,1.0,none,-2.19,19.77,4.684,1.0,0.0,False,none,,0.00062,False,P_oil_residual_ratio,False,none
1,2026-01-02 00:56:00,56,Cruise_Loiter,5186.6,782.74,0.0423,0.003205,0.00438,13.2,1.114,740.7,742.6,733.2,742.0,744.9,11.7,83.72,86.28,77.72,4.677,0.035721,13094360.88,86.44,43.22,172.89,3717.06,1.0,none,-4.02,15.77,4.677,1.0,0.0,False,none,,0.00036,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 00:57:00,57,Cruise_Loiter,5193.6,782.74,0.04225,0.003201,0.00438,13.2,1.114,740.7,738.6,738.6,743.0,742.5,4.4,86.53,88.36,77.76,4.677,0.035671,13112376.03,86.56,43.28,173.12,3722.11,1.0,none,2.81,10.23,4.677,1.0,0.0,False,none,,0.00017,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 00:58:00,58,Cruise_Loiter,5202.5,782.74,0.0424,0.003212,0.00439,13.2,1.114,740.7,735.1,743.3,748.8,735.6,13.7,89.73,92.09,77.9,4.666,0.035485,13149598.72,86.71,43.35,173.42,3728.44,1.0,none,3.2,9.93,4.666,1.0,0.0,False,none,,0.00032,False,Ratio_Lube,False,none
1,2026-01-02 00:59:00,59,Cruise_Loiter,5207.0,782.74,0.04231,0.003205,0.00438,13.2,1.114,740.7,745.7,742.4,743.4,731.3,14.4,90.05,91.55,78.06,4.649,0.035261,13184283.17,86.78,43.39,173.57,3731.71,1.0,none,0.32,10.83,4.649,1.0,0.0,False,none,,0.00047,False,Ratio_Lube,False,none
1,2026-01-02 01:00:00,60,Cruise_Loiter,5263.7,782.74,0.04292,0.003252,0.00444,13.2,1.114,740.7,738.1,747.9,737.2,739.6,10.8,91.59,94.1,78.24,4.661,0.035018,13310864.29,87.73,43.86,175.46,3772.32,1.0,none,1.54,12.97,4.661,1.0,0.0,False,none,,0.00111,False,Ratio_Lube,False,none
1,2026-01-02 01:01:00,61,Cruise_Loiter,5201.0,782.74,0.04253,0.003222,0.0044,13.2,1.114,740.7,732.2,747.3,738.2,745.0,15.1,83.5,86.79,78.09,4.642,0.035225,13178144.8,86.68,43.34,173.37,3727.37,1.0,none,-8.09,13.43,4.642,1.0,0.0,False,none,,0.00081,False,Health_Index_deficit,False,none
1,2026-01-02 01:02:00,62,Cruise_Loiter,5211.6,782.74,0.04228,0.003203,0.00438,13.2,1.114,740.7,748.5,739.3,744.8,730.1,18.3,89.66,90.71,78.24,4.63,0.035022,13221025.74,86.86,43.43,173.72,3734.96,1.0,none,6.16,14.73,4.63,1.0,0.0,False,none,,0.00085,False,Oil_Pressure_bar,False,none
1,2026-01-02 01:03:00,63,Cruise_Loiter,5164.8,782.74,0.04217,0.003194,0.00436,13.2,1.114,740.7,739.1,737.7,740.5,745.5,7.8,90.32,93.17,78.35,4.589,0.034874,13158977.34,86.08,43.04,172.16,3701.43,1.0,none,0.66,13.73,4.589,1.0,0.0,False,none,,0.00039,False,Ratio_Lube,False,none
1,2026-01-02 01:04:00,64,Cruise_Loiter,5225.0,782.74,0.04261,0.003228,0.00441,13.2,1.114,740.7,736.7,743.2,741.0,741.8,6.5,87.75,90.29,78.36,4.623,0.03485,13265184.74,87.08,43.54,174.17,3744.56,1.0,none,-2.57,10.87,4.623,1.0,0.0,False,none,,0.00057,False,Ratio_Lube,False,none
1,2026-01-02 01:05:00,65,Cruise_Loiter,5166.1,782.74,0.04193,0.003176,0.00434,13.2,1.114,740.7,743.0,743.4,738.6,737.8,5.6,83.49,84.62,78.27,4.599,0.03498,13148222.86,86.1,43.05,172.2,3702.37,1.0,none,-4.26,6.63,4.599,1.0,0.0,False,none,,0.00086,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 01:06:00,66,Cruise_Loiter,5195.6,782.74,0.04235,0.003208,0.00438,13.2,1.114,740.7,741.4,749.2,736.8,735.4,13.8,77.34,79.74,77.91,4.66,0.03546,13140626.76,86.59,43.3,173.19,3723.49,1.0,none,-6.15,8.63,4.66,1.0,0.0,False,none,,0.0015,False,Delta_CHT_ambient_C,False,none
1,2026-01-02 01:07:00,67,Cruise_Loiter,5156.0,782.74,0.04204,0.003185,0.00435,13.2,1.114,740.7,737.1,735.5,750.7,739.5,15.2,85.41,87.88,77.88,4.64,0.035511,13066802.41,85.93,42.97,171.87,3695.15,1.0,none,8.07,11.53,4.64,1.0,0.0,False,none,,0.00228,False,Health_Index_deficit,False,none
1,2026-01-02 01:08:00,68,Cruise_Loiter,5185.6,782.74,0.04229,0.003204,0.00438,13.2,1.114,740.7,730.1,739.8,746.6,746.2,16.5,82.33,84.85,77.73,4.676,0.035716,13093315.23,86.43,43.21,172.85,3716.37,1.0,none,-3.08,15.17,4.676,1.0,0.0,False,none,,0.00033,False,Rate_of_Rise_CHT_C_per_min,False,none
1,2026-01-02 01:09:00,69,Cruise_Loiter,5176.2,782.74,0.04204,0.003185,0.00436,13.2,1.114,740.7,746.3,740.5,736.3,739.6,10.0,83.35,84.73,77.66,4.679,0.035809,13066141.23,86.27,43.13,172.54,3709.59,1.0,none,1.02,13.9,4.679,1.0,0.0,False,none,,0.00034,False,P_oil_residual_ratio,False,none
1,2026-01-02 01:10:00,70,Cruise_Loiter,5228.4,782.74,0.04252,0.003221,0.0044,13.2,1.114,740.7,744.3,741.9,742.0,734.5,9.8,83.62,85.36,77.6,4.719,0.035898,13145395.61,87.14,43.57,174.28,3747.02,1.0,none,0.27,12.1,4.719,1.0,0.0,False,none,,0.0002,False,P_oil_residual_ratio,False,none
1,2026-01-02 01:11:00,71,Cruise_Loiter,5134.5,782.74,0.04186,0.003171,0.00433,13.2,1.114,740.7,734.0,746.1,739.2,743.4,12.1,86.79,89.25,77.63,4.657,0.035848,12990081.03,85.57,42.79,171.15,3679.71,1.0,none,3.17,10.63,4.657,1.0,0.0,False,none,,0.00064,False,Delta_CHT_ambient_C,False,none
