mission_id,mission_type,weather_profile,timestamp,elapsed_min,mission_phase,altitude_ft,OAT_C,pressure_hPa,air_density_kg_m3,relative_humidity_pct,wind_speed_kt,wind_relative_angle_deg
1,Border_Recon,Maritime_Humid,2026-01-02 00:53:00,53,Cruise_Loiter,11244.8,-2.17,663.27,0.851,67.9,24.6,130.1
1,Border_Recon,Maritime_Humid,2026-01-02 00:54:00,54,Cruise_Loiter,11235.1,-2.38,664.09,0.8528,66.1,11.4,351.4
1,Border_Recon,Maritime_Humid,2026-01-02 00:55:00,55,Cruise_Loiter,11264.8,-1.19,661.4,0.8455,64.5,20.1,55.8
1,Border_Recon,Maritime_Humid,2026-01-02 00:56:00,56,Cruise_Loiter,11205.1,-2.56,665.76,0.8555,65.4,21.8,20.5
1,Border_Recon,Maritime_Humid,2026-01-02 00:57:00,57,Cruise_Loiter,11199.4,-1.83,665.16,0.8524,63.2,17.7,275.2
1,Border_Recon,Maritime_Humid,2026-01-02 00:58:00,58,Cruise_Loiter,11243.9,-2.36,663.99,0.8527,62.8,15.4,300.1
1,Border_Recon,Maritime_Humid,2026-01-02 00:59:00,59,Cruise_Loiter,11245.2,-1.5,663.84,0.8496,63.8,17.1,195.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:00:00,60,Cruise_Loiter,11238.0,-2.51,664.43,0.8537,63.3,15.6,173.3
1,Border_Recon,Maritime_Humid,2026-01-02 01:01:00,61,Cruise_Loiter,11277.2,-3.29,663.41,0.8549,64.1,23.3,239.7
1,Border_Recon,Maritime_Humid,2026-01-02 01:02:00,62,Cruise_Loiter,11268.7,-1.05,662.79,0.8468,63.6,15.0,6.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:03:00,63,Cruise_Loiter,11253.9,-2.85,663.07,0.8531,63.2,15.6,335.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:04:00,64,Cruise_Loiter,11263.8,-2.54,663.28,0.8523,63.3,19.3,203.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:05:00,65,Cruise_Loiter,11274.2,-1.13,662.82,0.8471,64.1,23.1,350.1
1,Border_Recon,Maritime_Humid,2026-01-02 01:06:00,66,Cruise_Loiter,11283.5,-2.4,661.55,0.8496,63.5,27.7,260.8
1,Border_Recon,Maritime_Humid,2026-01-02 01:07:00,67,Cruise_Loiter,11267.6,-2.47,662.69,0.8513,64.2,15.2,201.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:08:00,68,Cruise_Loiter,11257.2,-2.52,662.26,0.8509,65.3,22.7,300.7
1,Border_Recon,Maritime_Humid,2026-01-02 01:09:00,69,Cruise_Loiter,11247.5,-1.38,663.47,0.8487,68.8,20.9,285.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:10:00,70,Cruise_Loiter,11270.7,-1.74,662.06,0.848,68.8,21.5,334.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:11:00,71,Cruise_Loiter,11256.0,-2.46,664.02,0.8529,69.1,16.4,201.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:12:00,72,Cruise_Loiter,11252.7,-2.93,663.28,0.8534,70.5,17.4,211.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:13:00,73,Cruise_Loiter,11252.9,-2.58,664.1,0.8533,69.6,17.7,72.8
1,Border_Recon,Maritime_Humid,2026-01-02 01:14:00,74,Cruise_Loiter,11255.9,-3.52,663.84,0.8561,70.9,18.0,338.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:15:00,75,Cruise_Loiter,11261.7,-2.28,663.21,0.8512,69.8,20.1,300.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:16:00,76,Cruise_Loiter,11264.7,-3.19,663.3,0.8543,69.9,16.1,194.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:17:00,77,Cruise_Loiter,11282.3,-2.65,663.41,0.8527,68.8,19.5,359.4
1,Border_Recon,Maritime_Humid,2026-01-02 01:18:00,78,Cruise_Loiter,11254.7,-1.3,663.94,0.849,69.5,26.1,86.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:19:00,79,Cruise_Loiter,11249.5,-2.5,663.86,0.8527,70.9,23.6,78.4
1,Border_Recon,Maritime_Humid,2026-01-02 01:20:00,80,Cruise_Loiter,11276.1,-3.56,662.73,0.8547,71.6,15.8,30.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:21:00,81,Cruise_Loiter,11286.9,-1.92,662.43,0.849,70.9,15.9,174.7
1,Border_Recon,Maritime_Humid,2026-01-02 01:22:00,82,Cruise_Loiter,11299.9,-2.29,660.73,0.8481,70.1,22.6,12.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:23:00,83,Cruise_Loiter,11296.7,-2.44,660.98,0.8489,70.2,23.2,257.7
1,Border_Recon,Maritime_Humid,2026-01-02 01:24:00,84,Cruise_Loiter,11296.7,-2.14,661.9,0.8491,69.9,17.6,281.4
1,Border_Recon,Maritime_Humid,2026-01-02 01:25:00,85,Cruise_Loiter,11304.9,-2.4,661.64,0.8495,72.4,18.4,215.4
1,Border_Recon,Maritime_Humid,2026-01-02 01:26:00,86,Cruise_Loiter,11344.3,-3.53,661.49,0.853,72.3,15.1,7.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:27:00,87,Cruise_Loiter,11331.8,-2.58,662.73,0.8515,72.0,21.1,131.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:28:00,88,Cruise_Loiter,11361.1,-1.56,662.0,0.8472,72.9,18.6,91.1
1,Border_Recon,Maritime_Humid,2026-01-02 01:29:00,89,Cruise_Loiter,11332.8,-1.32,660.91,0.8451,72.5,21.6,119.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:30:00,90,Cruise_Loiter,11320.1,-2.38,661.46,0.8492,72.5,23.7,274.8
1,Border_Recon,Maritime_Humid,2026-01-02 01:31:00,91,Cruise_Loiter,11329.3,-1.79,662.91,0.8491,73.3,20.9,125.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:32:00,92,Cruise_Loiter,11332.3,-3.78,663.1,0.8559,73.4,17.3,117.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:33:00,93,Cruise_Loiter,11314.4,-2.12,663.58,0.8511,74.4,23.8,298.3
1,Border_Recon,Maritime_Humid,2026-01-02 01:34:00,94,Cruise_Loiter,11318.3,-2.36,662.37,0.8503,74.8,17.3,310.1
1,Border_Recon,Maritime_Humid,2026-01-02 01:35:00,95,Cruise_Loiter,11352.7,-3.23,662.48,0.8533,75.8,21.0,101.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:36:00,96,Cruise_Loiter,11331.4,-1.95,661.45,0.8478,75.0,25.6,116.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:37:00,97,Cruise_Loiter,11306.6,-3.1,661.89,0.8521,74.4,22.0,259.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:38:00,98,Cruise_Loiter,11291.2,-1.84,662.03,0.8481,74.5,16.2,324.3
1,Border_Recon,Maritime_Humid,2026-01-02 01:39:00,99,Cruise_Loiter,11300.2,-1.6,662.45,0.8479,75.0,19.8,120.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:40:00,100,Cruise_Loiter,11318.4,-2.07,662.21,0.8491,75.1,23.2,99.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:41:00,101,Cruise_Loiter,11336.0,-2.46,661.43,0.8494,76.4,20.2,171.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:42:00,102,Cruise_Loiter,11357.4,-2.15,659.53,0.8459,76.0,19.8,265.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:43:00,103,Cruise_Loiter,11384.9,-2.9,660.28,0.8493,75.9,14.1,36.4
1,Border_Recon,Maritime_Humid,2026-01-02 01:44:00,104,Cruise_Loiter,11371.5,-3.37,660.96,0.8517,77.4,18.2,331.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:45:00,105,Cruise_Loiter,11383.8,-2.13,660.9,0.8476,76.7,23.6,188.8
1,Border_Recon,Maritime_Humid,2026-01-02 01:46:00,106,Cruise_Loiter,11432.1,-1.68,659.39,0.8442,77.2,19.4,233.3
1,Border_Recon,Maritime_Humid,2026-01-02 01:47:00,107,Cruise_Loiter,11447.4,-2.52,659.16,0.8465,78.9,20.0,239.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:48:00,108,Cruise_Loiter,11511.1,-3.45,657.22,0.8471,78.2,22.9,321.1
1,Border_Recon,Maritime_Humid,2026-01-02 01:49:00,109,Cruise_Loiter,11532.2,-2.64,657.16,0.8444,77.6,19.6,352.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:50:00,110,Cruise_Loiter,11519.7,-2.77,657.4,0.8452,75.7,23.3,359.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:51:00,111,Cruise_Loiter,11503.3,-3.16,658.04,0.8473,74.3,14.7,222.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:52:00,112,Cruise_Loiter,11507.1,-2.47,655.61,0.8419,74.6,23.4,192.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:53:00,113,Cruise_Loiter,11476.3,-2.96,658.34,0.8471,72.8,16.3,30.0
1,Border_Recon,Maritime_Humid,2026-01-02 01:54:00,114,Cruise_Loiter,11436.5,-2.83,660.16,0.849,72.5,18.1,278.2
1,Border_Recon,Maritime_Humid,2026-01-02 01:55:00,115,Cruise_Loiter,11402.5,-2.91,659.79,0.8488,72.3,17.4,154.6
1,Border_Recon,Maritime_Humid,2026-01-02 01:56:00,116,Cruise_Loiter,11414.9,-2.11,659.37,0.8457,73.1,19.4,95.9
1,Border_Recon,Maritime_Humid,2026-01-02 01:57:00,117,Cruise_Loiter,11376.6,-2.06,661.5,0.8483,72.0,16.9,238.5
1,Border_Recon,Maritime_Humid,2026-01-02 01:58:00,118,Cruise_Loiter,11377.2,-1.94,660.57,0.8467,72.4,19.7,27.1
1,Border_Recon,Maritime_Humid,2026-01-02 01:59:00,119,Cruise_Loiter,11414.9,-3.0,659.44,0.8486,73.5,17.8,216.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:00:00,120,Cruise_Loiter,11388.9,-3.1,661.62,0.8517,74.6,20.4,347.3
1,Border_Recon,Maritime_Humid,2026-01-02 02:01:00,121,Cruise_Loiter,11405.0,-2.33,659.11,0.8459,76.8,20.1,77.4
1,Border_Recon,Maritime_Humid,2026-01-02 02:02:00,122,Cruise_Loiter,11440.4,-3.48,658.13,0.8484,76.3,24.5,95.0
1,Border_Recon,Maritime_Humid,2026-01-02 02:03:00,123,Cruise_Loiter,11452.6,-2.71,658.26,0.8461,76.6,18.4,160.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:04:00,124,Cruise_Loiter,11422.9,-3.77,659.34,0.8509,76.9,18.7,223.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:05:00,125,Cruise_Loiter,11408.0,-2.29,659.29,0.846,76.8,18.7,140.6
1,Border_Recon,Maritime_Humid,2026-01-02 02:06:00,126,Cruise_Loiter,11421.7,-3.07,659.05,0.8483,77.6,18.4,6.7
1,Border_Recon,Maritime_Humid,2026-01-02 02:07:00,127,Cruise_Loiter,11389.7,-2.09,659.43,0.8456,76.8,15.9,150.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:08:00,128,Cruise_Loiter,11337.7,-1.87,662.49,0.8488,76.4,18.9,99.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:09:00,129,Cruise_Loiter,11389.2,-3.34,661.19,0.8519,77.9,19.5,202.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:10:00,130,Cruise_Loiter,11375.4,-2.35,660.6,0.8479,76.9,14.4,332.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:11:00,131,Cruise_Loiter,11388.2,-3.49,662.04,0.8535,76.5,22.0,77.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:12:00,132,Cruise_Loiter,11354.1,-2.94,660.14,0.8492,77.2,17.7,25.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:13:00,133,Cruise_Loiter,11349.1,-3.16,662.16,0.8526,77.3,20.4,81.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:14:00,134,Cruise_Loiter,11377.7,-2.28,660.0,0.8469,78.9,19.1,304.0
1,Border_Recon,Maritime_Humid,2026-01-02 02:15:00,135,Cruise_Loiter,11393.3,-3.11,659.18,0.8485,79.4,19.5,214.7
1,Border_Recon,Maritime_Humid,2026-01-02 02:16:00,136,Cruise_Loiter,11391.8,-3.82,659.37,0.8511,79.3,15.7,124.5
1,Border_Recon,Maritime_Humid,2026-01-02 02:17:00,137,Cruise_Loiter,11370.4,-2.66,660.38,0.8486,78.9,19.1,144.3
1,Border_Recon,Maritime_Humid,2026-01-02 02:18:00,138,Cruise_Loiter,11420.0,-3.15,660.05,0.8497,80.2,19.4,39.6
1,Border_Recon,Maritime_Humid,2026-01-02 02:19:00,139,Cruise_Loiter,11418.2,-2.69,658.82,0.8466,80.5,20.6,144.5
1,Border_Recon,Maritime_Humid,2026-01-02 02:20:00,140,Cruise_Loiter,11369.4,-1.81,660.82,0.8464,80.2,18.3,51.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:21:00,141,Cruise_Loiter,11395.6,-2.7,660.98,0.8495,79.9,14.6,70.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:22:00,142,Cruise_Loiter,11355.3,-3.07,661.42,0.8513,79.9,19.8,18.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:23:00,143,Cruise_Loiter,11350.9,-2.74,661.81,0.8507,80.1,20.4,141.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:24:00,144,Cruise_Loiter,11350.5,-2.05,660.49,0.8467,80.2,21.1,324.5
1,Border_Recon,Maritime_Humid,2026-01-02 02:25:00,145,Cruise_Loiter,11326.0,-1.46,661.96,0.8467,80.3,22.6,336.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:26:00,146,Cruise_Loiter,11330.7,-2.31,662.27,0.8499,78.1,19.6,56.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:27:00,147,Cruise_Loiter,11318.4,-2.95,662.12,0.8518,78.3,21.7,301.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:28:00,148,Cruise_Loiter,11331.0,-2.68,660.78,0.8492,79.0,17.6,203.0
1,Border_Recon,Maritime_Humid,2026-01-02 02:29:00,149,Cruise_Loiter,11352.6,-2.6,659.67,0.8475,80.1,19.4,267.4
1,Border_Recon,Maritime_Humid,2026-01-02 02:30:00,150,Cruise_Loiter,11363.5,-2.34,660.87,0.8482,79.7,14.5,171.0
1,Border_Recon,Maritime_Humid,2026-01-02 02:31:00,151,Cruise_Loiter,11368.6,-2.77,660.97,0.8497,78.1,14.7,165.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:32:00,152,Cruise_Loiter,11355.4,-3.37,660.21,0.8507,79.6,12.8,149.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:33:00,153,Cruise_Loiter,11382.3,-1.8,662.56,0.8486,80.2,19.5,227.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:34:00,154,Cruise_Loiter,11366.4,-2.46,660.22,0.8477,81.1,17.7,121.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:35:00,155,Cruise_Loiter,11409.3,-2.11,659.11,0.8451,80.8,18.3,349.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:36:00,156,Cruise_Loiter,11411.5,-2.09,659.57,0.8457,79.0,18.0,5.5
1,Border_Recon,Maritime_Humid,2026-01-02 02:37:00,157,Cruise_Loiter,11462.3,-3.45,658.24,0.8484,79.2,14.2,12.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:38:00,158,Cruise_Loiter,11458.1,-1.94,658.04,0.8432,78.9,25.4,234.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:39:00,159,Cruise_Loiter,11452.9,-2.77,658.95,0.8471,80.9,15.1,90.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:40:00,160,Cruise_Loiter,11463.6,-1.8,657.98,0.8427,79.7,19.0,201.7
1,Border_Recon,Maritime_Humid,2026-01-02 02:41:00,161,Cruise_Loiter,11481.0,-2.74,657.21,0.8448,78.2,17.1,333.4
1,Border_Recon,Maritime_Humid,2026-01-02 02:42:00,162,Cruise_Loiter,11517.4,-3.44,656.77,0.8465,78.1,20.6,64.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:43:00,163,Cruise_Loiter,11522.0,-2.94,657.11,0.8453,77.2,23.0,113.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:44:00,164,Cruise_Loiter,11539.5,-2.31,657.1,0.8433,76.5,19.7,45.0
1,Border_Recon,Maritime_Humid,2026-01-02 02:45:00,165,Cruise_Loiter,11554.6,-2.27,655.93,0.8417,75.7,24.4,318.8
1,Border_Recon,Maritime_Humid,2026-01-02 02:46:00,166,Cruise_Loiter,11533.4,-3.41,655.66,0.8451,75.2,22.0,338.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:47:00,167,Cruise_Loiter,11544.5,-3.96,656.93,0.8485,73.7,23.7,130.5
1,Border_Recon,Maritime_Humid,2026-01-02 02:48:00,168,Cruise_Loiter,11509.5,-3.38,658.22,0.8483,72.9,21.1,268.4
1,Border_Recon,Maritime_Humid,2026-01-02 02:49:00,169,Cruise_Loiter,11492.6,-3.22,657.05,0.8463,73.5,20.7,283.6
1,Border_Recon,Maritime_Humid,2026-01-02 02:50:00,170,Cruise_Loiter,11487.0,-3.36,657.21,0.8469,73.3,22.7,73.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:51:00,171,Cruise_Loiter,11521.6,-4.48,657.29,0.8507,73.8,22.6,302.9
1,Border_Recon,Maritime_Humid,2026-01-02 02:52:00,172,Cruise_Loiter,11522.6,-3.61,656.19,0.8464,73.4,19.1,311.3
1,Border_Recon,Maritime_Humid,2026-01-02 02:53:00,173,Cruise_Loiter,11550.3,-2.0,655.46,0.8402,74.2,13.9,96.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:54:00,174,Cruise_Loiter,11547.6,-2.11,656.38,0.8418,72.7,18.3,68.2
1,Border_Recon,Maritime_Humid,2026-01-02 02:55:00,175,Cruise_Loiter,11567.9,-2.71,655.75,0.843,71.6,23.6,207.6
1,Border_Recon,Maritime_Humid,2026-01-02 02:56:00,176,Cruise_Loiter,11534.8,-3.92,657.46,0.8491,71.4,18.5,109.7
1,Border_Recon,Maritime_Humid,2026-01-02 02:57:00,177,Cruise_Loiter,11542.8,-3.44,656.31,0.846,71.8,20.8,246.1
1,Border_Recon,Maritime_Humid,2026-01-02 02:58:00,178,Cruise_Loiter,11529.8,-2.91,656.13,0.8441,71.4,15.9,153.7
1,Border_Recon,Maritime_Humid,2026-01-02 02:59:00,179,Cruise_Loiter,11544.9,-3.12,655.41,0.8439,71.7,15.9,51.2
1,Border_Recon,Maritime_Humid,2026-01-02 03:00:00,180,Cruise_Loiter,11532.1,-1.89,656.15,0.8408,71.5,19.4,246.9
1,Border_Recon,Maritime_Humid,2026-01-02 03:01:00,181,Cruise_Loiter,11497.0,-2.84,656.26,0.844,72.3,13.2,67.4
1,Border_Recon,Maritime_Humid,2026-01-02 03:02:00,182,Cruise_Loiter,11468.1,-3.07,658.03,0.8471,70.8,19.7,179.6
1,Border_Recon,Maritime_Humid,2026-01-02 03:03:00,183,Cruise_Loiter,11485.2,-2.23,658.16,0.8445,71.4,23.5,197.2
1,Border_Recon,Maritime_Humid,2026-01-02 03:04:00,184,Cruise_Loiter,11472.5,-3.07,656.56,0.8452,71.7,25.0,266.7
1,Border_Recon,Maritime_Humid,2026-01-02 03:05:00,185,Cruise_Loiter,11478.9,-3.02,656.97,0.8455,71.5,20.5,55.9
1,Border_Recon,Maritime_Humid,2026-01-02 03:06:00,186,Cruise_Loiter,11433.8,-2.83,658.28,0.8466,73.6,15.3,142.0
1,Border_Recon,Maritime_Humid,2026-01-02 03:07:00,187,Cruise_Loiter,11442.3,-2.78,659.06,0.8474,73.7,22.0,222.7
1,Border_Recon,Maritime_Humid,2026-01-02 03:08:00,188,Cruise_Loiter,11442.0,-2.79,659.93,0.8486,73.6,21.0,12.9
